artist_name,track_name,release_date,genre,lyrics,topic
elvis presley,lover doll,1958,rock,lover lover lover lover cutest lover tell lover mean mean time fell cuddly charm lover crazy arm think dollies come grow go ribbon wrap home treat badly like cast away break lover madly lover think dollies come grow go ribbon wrap home lover lover lover lover lover lover lover lover lover lover lover lover lover lover lover lover,romantic
elvis presley,new orleans,1958,rock,know heaven mean orleans live till cuddle blackeyed baby bayou see see cupid queen like orleans like make awful bear ififif live lazy love fine feel help lose blue louisiisiana lead lead jeans foot foot orleans louisiana baby tell stay awhile live southern style orleans,world/life
elvis presley,don't ask me why,1958,rock,love know heart good want kind dream kind live long goodbye need need,romantic
elvis presley,king creole,1958,rock,orleans play roll guitar great soul lay beat like coal go creole know go go go jump like catfish pole know go go go shake creole start good hold guitar like start growl throat bend string write know go go go jump like catfish pole know go go go shake creole sing song crawdad hole sing song jelly roll sing song pork green sing blue orleans know go go go jump like catfish pole yeah know go go go shake creole play evil play sweet matter play feet get rock fever baby heaven sakes stop play till guitar break know go go go jump like catfish pole know go go go shake creole know go go go shake creole,feelings
elvis presley,love me tender,1958,rock,tender sweet life complete tender true dream fulfil darling tender long heart belong tender dear tell years till time dream come true darling know happiness follow,romantic
elvis presley,heartbreak hotel,1958,rock,baby leave place dwell lonely street heartbreak hotel lonely baby lonely lonely crowd room break hearted lovers away gloom lonely baby lonely lonely bellhop tear flow desk clerk dress black long lonely street look lonely baby lonely lonely baby leave tale tell walk lonely street heartbreak hotel,sadness
elvis presley,jailhouse rock,1958,rock,throw party county jail prison band begin wail band jumpin joint begin swing hear knock jailbirds sing everybody everybody cell block dancin jailhouse spider play tenor saxophone little blowin slide trombone drummer illinois go crash boom bang rhythm section purple gang everybody everybody cell block dancin jailhouse lyric commercial,music
elvis presley,that's when your heartaches begin,1958,rock,sweetheart arm friend heartaches begin dream lifetime come heartaches begin thing share bring friend affair sweetheart friend heartaches begin sweetheart arm best friend brother heartaches begin,world/life
elvis presley,any way you want me (that's how i will be),1958,rock,strong mountain weak tree want tame baby wild rag want hand heart mold arm stay fool wise darling hold want,romantic
elvis presley,trouble,1958,rock,look trouble come right place look trouble look right face bear stand talk daddy greeneyed mountain evil middle misery evil mess look trouble order kind flesh blood bone go start rumble evil middle misery evil mess evil evil evil evil evil evil mess mess mess evil evil evil evil mess mess evil tell evil mess yeah,violence
carl perkins,"shake, rattle and roll",1958,rock,good even ladies gentlemen performer tonight good time shit hit sock hop gymnasium try risky business jam perkins shawty dance jitterbug shake rattle roll free soul stop presley bar jail house rock crew make move spread loot modern american bandstand spread music dance land influential check credentials darlin little darlin time twist blunt expect bunch bridge tunnel kid bunch beatniks drive theaters beef safe matinee bullets chest like bring conical cruise slow cadillac convertible dice rear view couple barely feel like cause girl dammit play lone ranger picture perfect life like families post think gloat stuff hydro bong till hydro bomb throw couple juke flirt shawty poodle skirt white sock know knees like holy hour pocket green presidents originally white face segregate black card wallet racist squad shit year home kold,obscene
gene vincent & his blue caps,in my dreams,1958,rock,dream tell care dream tell compare hold hold hold dream tell compare dream tell want share hold hold hold dream believe know real dream say reality dream come true know heart hold hold hold dream believe know real dream say reality dream come true know heart hold hold hold,romantic
gene vincent & his blue caps,git it,1958,rock,willou willou whip whip whip willou willou whip whip whip willou willou whip whip whip willou willou whip whip whip willou willou willou willou willou willou whip whip whip girl girl say cadillac cadillac cadillac cadillac best canwell girl girl say ring ring ring ring best canwell,music
the big bopper,someone watching over you,1958,rock,best right trouble sleep night devil soul fright watch tonight lend hand needy treat like friend conscience tell right watch tonight watch rest head angels sit foot best right trouble sleep night devil soul fright watch watch watch tonight,violence
the kingston trio,santy anno,1958,rock,sailin cross river liverpool heave away santy anno cape horn frisco californio heave away heave away santy anno heave away californio plenty gold tell heave away santy anno heave away californio heave away heave away santy anno heave away californio days fortynine heave away santy anno days good time californio heave away heave away santy anno heave away californio,sadness
carl perkins,that's all right,1958,rock,right right right mama mama tell papa tell mess good right yeah right right mama leave baby leave sure time bother knock door right yeah right right mama right right right mama right right right mama,night/time
elvis presley,"steadfast, loyal and true",1958,rock,farewell high school remember dear mater steadfast loyal true onward live lead light guide motto creed look fondly wall recall precious moments hallow halls,world/life
the kingston trio,fast freight,1958,rock,listen whistle awake wish railroad near cause rattle clatter fast freight keep amakin music hear whistle blow hear whistle blow clickety clack clickety clack wheel say railroad track come come come wouldn nickel work hard purty think world fool hear whistle blow hear whistle blow clickety clack clickety clack wheel say railroad track come come come night listen wonder late dream ridin train feel pulse abeatin fast freight thank lord hear whistle blow hear whistle blow clickety clack clickety clack wheel say railroad track come come come,music
